page,clicks,impressions,ctr_percent,position,estimated_ctr_gap_clicks,recommended_action,opportunity_score
https://jftagro.com/vi/blog-cumin-jeera-price-outlook-2026.html,0,14,0.0,8.71,0.7,review_snippet_and_intent_after_post_release_window,3.9
https://jftagro.com/infrastructure.html,1,27,3.7,12.07,0.0,strengthen_conversion_measurement,3.8
https://jftagro.com/ms/psyllium-husk-exporter.html,0,25,0.0,47.68,0.04,validate_relevance_before_investing,3.8
https://jftagro.com/ms/blog-cif-fob-explained.html,0,13,0.0,7.46,0.65,review_snippet_and_intent_after_post_release_window,3.8
https://jftagro.com/soybean-meal-doc-exporter.html,0,13,0.0,6.54,0.65,review_snippet_and_intent_after_post_release_window,3.8
https://jftagro.com/es/blog-how-to-import-rice-nigeria-west-africa.html,0,10,0.0,3.9,0.8,review_snippet_and_intent_after_post_release_window,3.7
https://jftagro.com/senna-leaves-exporter.html,2,20,10.0,9.05,0.0,strengthen_conversion_measurement,3.5
https://jftagro.com/cassia-tora-seeds-exporter.html,0,11,0.0,9.45,0.55,review_snippet_and_intent_after_post_release_window,3.5
https://jftagro.com/es/shipment-tracker.html,0,11,0.0,8.36,0.55,review_snippet_and_intent_after_post_release_window,3.5
https://jftagro.com/id/maida-refined-wheat-flour-exporter.html,0,11,0.0,8.64,0.55,review_snippet_and_intent_after_post_release_window,3.5
https://jftagro.com/toor-dal-split-pigeon-pea-exporter.html,0,11,0.0,8.73,0.55,review_snippet_and_intent_after_post_release_window,3.5
https://jftagro.com/ms/indian-raisins-kishmish-exporter.html,0,13,0.0,18.08,0.28,review_snippet_and_intent_after_post_release_window,3.4
https://jftagro.com/whole-nutmeg-powder-exporter.html,1,17,5.88,51.53,0.0,validate_relevance_before_investing,3.3
https://jftagro.com/akarkara-root-exporter.html,0,10,0.0,7.6,0.5,review_snippet_and_intent_after_post_release_window,3.3
https://jftagro.com/corn-gluten-meal-exporter.html,0,10,0.0,6.7,0.5,review_snippet_and_intent_after_post_release_window,3.3
https://jftagro.com/green-cardamom-exporter.html,0,12,0.0,14.5,0.26,review_snippet_and_intent_after_post_release_window,3.2
https://jftagro.com/ar/celery-seeds-powder-exporter.html,0,9,0.0,9.89,0.45,review_snippet_and_intent_after_post_release_window,3.2
https://jftagro.com/henna-powder-exporter.html,0,9,0.0,6.33,0.45,review_snippet_and_intent_after_post_release_window,3.2
https://jftagro.com/sugar-s30-supplier.html,0,9,0.0,8.11,0.45,review_snippet_and_intent_after_post_release_window,3.2
https://jftagro.com/mustard-seeds-powder-exporter.html,0,14,0.0,52.43,0.02,validate_relevance_before_investing,3.1
https://jftagro.com/groundnut-oil-cake-exporter.html,1,13,7.69,7.85,0.0,strengthen_conversion_measurement,3.0
https://jftagro.com/blog-private-label-rice.html,0,10,0.0,12.3,0.21,review_snippet_and_intent_after_post_release_window,3.0
https://jftagro.com/blog-how-to-choose-indian-agro-exporter.html,0,8,0.0,8.0,0.4,review_snippet_and_intent_after_post_release_window,3.0
https://jftagro.com/ar/senna-leaves-exporter.html,0,7,0.0,4.14,0.56,review_snippet_and_intent_after_post_release_window,3.0
https://jftagro.com/corn-starch-exporter.html,1,12,8.33,30.08,0.0,expand_relevant_content_and_links_after_validation,2.9
https://jftagro.com/ru/semolina-sooji-rava-exporter.html,1,12,8.33,8.67,0.0,strengthen_conversion_measurement,2.9
https://jftagro.com/blog-lc-vs-tt.html,1,11,9.09,11.82,0.0,strengthen_conversion_measurement,2.9
https://jftagro.com/id/moringa-leaves-exporter.html,0,11,0.0,30.91,0.06,expand_relevant_content_and_links_after_validation,2.9
https://jftagro.com/id/moringa-powder-exporter.html,0,11,0.0,23.18,0.06,expand_relevant_content_and_links_after_validation,2.9
https://jftagro.com/pt/uae-trade.html,0,11,0.0,57.45,0.02,validate_relevance_before_investing,2.9
https://jftagro.com/black-cumin-seeds-nigella-exporter.html,0,9,0.0,10.22,0.19,review_snippet_and_intent_after_post_release_window,2.9
https://jftagro.com/blog-eu-mrl-basmati.html,0,9,0.0,12.78,0.19,review_snippet_and_intent_after_post_release_window,2.9
https://jftagro.com/pt/semolina-sooji-rava-exporter.html,0,9,0.0,15.89,0.19,review_snippet_and_intent_after_post_release_window,2.9
https://jftagro.com/si/bay-leaf-exporter.html,0,9,0.0,10.33,0.19,review_snippet_and_intent_after_post_release_window,2.9
https://jftagro.com/dry-red-chilli-exporter.html,0,10,0.0,22.6,0.06,expand_relevant_content_and_links_after_validation,2.8
https://jftagro.com/id/shipment-tracker.html,0,10,0.0,52.7,0.01,validate_relevance_before_investing,2.8
https://jftagro.com/id/soybean-meal-doc-exporter.html,1,10,10.0,8.0,0.0,strengthen_conversion_measurement,2.8
https://jftagro.com/maida-refined-wheat-flour-exporter.html,0,10,0.0,25.0,0.06,expand_relevant_content_and_links_after_validation,2.8
https://jftagro.com/th/port-transit-calculator.html,0,7,0.0,6.86,0.35,review_snippet_and_intent_after_post_release_window,2.8
https://jftagro.com/wheat-grass-powder-exporter.html,0,7,0.0,7.43,0.35,review_snippet_and_intent_after_post_release_window,2.8
https://jftagro.com/id/products.html,0,6,0.0,4.33,0.48,review_snippet_and_intent_after_post_release_window,2.8
https://jftagro.com/legal.html,0,6,0.0,3.17,0.48,review_snippet_and_intent_after_post_release_window,2.8
https://jftagro.com/1718-steam-basmati-rice-exporter.html,0,8,0.0,12.75,0.17,review_snippet_and_intent_after_post_release_window,2.7
https://jftagro.com/blog-sesame-export-2026.html,0,8,0.0,13.0,0.17,review_snippet_and_intent_after_post_release_window,2.7
https://jftagro.com/black-pepper-powder-exporter.html,1,9,11.11,11.44,0.0,strengthen_conversion_measurement,2.6
https://jftagro.com/green-mung-beans-exporter.html,1,9,11.11,7.44,0.0,strengthen_conversion_measurement,2.6
https://jftagro.com/th/1401-steam-basmati-rice-exporter.html,1,9,11.11,16.56,0.0,strengthen_conversion_measurement,2.6
https://jftagro.com/ar/port-transit-calculator.html,0,8,0.0,22.5,0.04,expand_relevant_content_and_links_after_validation,2.6
https://jftagro.com/basil-seeds-exporter.html,0,8,0.0,23.38,0.04,expand_relevant_content_and_links_after_validation,2.6
https://jftagro.com/5-silky-sortex-white-exporter.html,0,6,0.0,6.67,0.3,review_snippet_and_intent_after_post_release_window,2.6
https://jftagro.com/ar/about.html,0,6,0.0,9.0,0.3,review_snippet_and_intent_after_post_release_window,2.6
https://jftagro.com/fr/wheat-flour-chakki-fresh-atta-exporter.html,0,6,0.0,5.5,0.3,review_snippet_and_intent_after_post_release_window,2.6
https://jftagro.com/ru/port-transit-calculator.html,0,6,0.0,8.5,0.3,review_snippet_and_intent_after_post_release_window,2.6
https://jftagro.com/si/white-sorghum-jowar-exporter.html,0,6,0.0,5.67,0.3,review_snippet_and_intent_after_post_release_window,2.6
https://jftagro.com/th/tamarind-exporter.html,0,6,0.0,7.67,0.3,review_snippet_and_intent_after_post_release_window,2.6
https://jftagro.com/fr/dry-ginger-powder-exporter.html,0,5,0.0,5.0,0.4,review_snippet_and_intent_after_post_release_window,2.5
https://jftagro.com/id/corn-gluten-meal-exporter.html,0,5,0.0,1.4,0.35,defend_and_monitor,2.5
https://jftagro.com/ru/1401-sella-basmati-rice-exporter.html,0,5,0.0,4.6,0.4,review_snippet_and_intent_after_post_release_window,2.5
https://jftagro.com/yellow-peas-matar-exporter.html,1,7,14.29,5.43,0.0,strengthen_conversion_measurement,2.4
https://jftagro.com/1509-golden-sella-basmati-exporter.html,0,6,0.0,10.67,0.13,review_snippet_and_intent_after_post_release_window,2.4
https://jftagro.com/1509-steam-basmati-rice-exporter.html,0,6,0.0,12.33,0.13,review_snippet_and_intent_after_post_release_window,2.4
https://jftagro.com/ajwain-seeds-powder-exporter.html,0,6,0.0,10.67,0.13,review_snippet_and_intent_after_post_release_window,2.4
https://jftagro.com/fr/henna-powder-exporter.html,0,6,0.0,10.17,0.13,review_snippet_and_intent_after_post_release_window,2.4
https://jftagro.com/white-sorghum-jowar-exporter.html,0,6,0.0,11.0,0.13,review_snippet_and_intent_after_post_release_window,2.4
https://jftagro.com/cassia-tora-meal-exporter.html,0,6,0.0,23.17,0.03,expand_relevant_content_and_links_after_validation,2.3
https://jftagro.com/blog-ir64-africa.html,0,5,0.0,8.8,0.25,review_snippet_and_intent_after_post_release_window,2.3
https://jftagro.com/ru/deoiled-rice-bran-dorb-exporter.html,0,5,0.0,9.0,0.25,review_snippet_and_intent_after_post_release_window,2.3
https://jftagro.com/senna-pods-exporter.html,0,5,0.0,9.4,0.25,review_snippet_and_intent_after_post_release_window,2.3
https://jftagro.com/moringa-leaves-exporter.html,1,6,16.67,20.83,0.0,expand_relevant_content_and_links_after_validation,2.2
https://jftagro.com/ms/senna-leaves-exporter.html,0,5,0.0,16.2,0.11,review_snippet_and_intent_after_post_release_window,2.2
https://jftagro.com/ms/toor-dal-split-pigeon-pea-exporter.html,0,5,0.0,12.0,0.11,review_snippet_and_intent_after_post_release_window,2.2
https://jftagro.com/sunflower-seeds-in-shell-exporter.html,0,5,0.0,19.0,0.11,review_snippet_and_intent_after_post_release_window,2.2
https://jftagro.com/1121-steam-basmati-rice-exporter.html,0,5,0.0,25.8,0.03,expand_relevant_content_and_links_after_validation,2.1
https://jftagro.com/ar/,0,5,0.0,31.8,0.03,expand_relevant_content_and_links_after_validation,2.1
https://jftagro.com/black-himaj-exporter.html,1,5,20.0,7.4,0.0,strengthen_conversion_measurement,2.1
https://jftagro.com/ru/groundnut-oil-cake-exporter.html,1,5,20.0,9.0,0.0,strengthen_conversion_measurement,2.1
https://jftagro.com/vi/corn-flour-maize-flour-exporter.html,0,5,0.0,23.8,0.03,expand_relevant_content_and_links_after_validation,2.1
https://jftagro.com/buckwheat-exporter.html,0,4,0.0,6.75,0.2,review_snippet_and_intent_after_post_release_window,2.1
https://jftagro.com/corn-flour-maize-flour-exporter.html,0,4,0.0,8.25,0.2,review_snippet_and_intent_after_post_release_window,2.1
https://jftagro.com/fenugreek-seeds-methi-exporter.html,0,4,0.0,9.25,0.2,review_snippet_and_intent_after_post_release_window,2.1
https://jftagro.com/green-millet-bajra-exporter.html,0,4,0.0,9.75,0.2,review_snippet_and_intent_after_post_release_window,2.1
https://jftagro.com/id/corn-starch-exporter.html,0,4,0.0,5.75,0.2,review_snippet_and_intent_after_post_release_window,2.1
https://jftagro.com/id/green-mung-beans-exporter.html,0,4,0.0,9.5,0.2,review_snippet_and_intent_after_post_release_window,2.1
https://jftagro.com/si/blog-private-label-rice.html,0,4,0.0,8.0,0.2,review_snippet_and_intent_after_post_release_window,2.1
https://jftagro.com/vi/blog-turmeric-market-outlook-2026.html,0,4,0.0,5.25,0.2,review_snippet_and_intent_after_post_release_window,2.1
https://jftagro.com/samba-rice-exporter.html,0,4,0.0,12.75,0.09,review_snippet_and_intent_after_post_release_window,2.0
https://jftagro.com/si/cumin-seeds-jeera-exporter.html,0,4,0.0,10.5,0.09,review_snippet_and_intent_after_post_release_window,2.0
https://jftagro.com/th/turmeric-finger-exporter.html,0,4,0.0,15.75,0.09,review_snippet_and_intent_after_post_release_window,2.0
https://jftagro.com/pt/blog.html,0,4,0.0,20.75,0.02,expand_relevant_content_and_links_after_validation,1.9
https://jftagro.com/si/shipment-tracker.html,0,4,0.0,46.75,0.01,validate_relevance_before_investing,1.9
https://jftagro.com/ru/blog-turmeric-market-outlook-2026.html,0,3,0.0,4.67,0.24,review_snippet_and_intent_after_post_release_window,1.9
https://jftagro.com/ru/green-millet-bajra-exporter.html,0,3,0.0,4.33,0.24,review_snippet_and_intent_after_post_release_window,1.9
https://jftagro.com/vi/yellow-peas-matar-exporter.html,0,3,0.0,5.0,0.24,review_snippet_and_intent_after_post_release_window,1.9
https://jftagro.com/1718-golden-sella-basmati-exporter.html,0,3,0.0,7.0,0.15,review_snippet_and_intent_after_post_release_window,1.8
https://jftagro.com/bay-leaf-exporter.html,0,3,0.0,7.67,0.15,review_snippet_and_intent_after_post_release_window,1.8
https://jftagro.com/es/asaliya-seeds-exporter.html,0,3,0.0,6.33,0.15,review_snippet_and_intent_after_post_release_window,1.8
https://jftagro.com/id/blog-private-label-rice.html,0,3,0.0,9.33,0.15,review_snippet_and_intent_after_post_release_window,1.8
https://jftagro.com/id/groundnut-oil-cake-exporter.html,0,3,0.0,8.0,0.15,review_snippet_and_intent_after_post_release_window,1.8
https://jftagro.com/id/henna-leaves-exporter.html,0,3,0.0,5.33,0.15,review_snippet_and_intent_after_post_release_window,1.8
https://jftagro.com/ru/blog-sesame-export-2026.html,0,3,0.0,10.0,0.15,review_snippet_and_intent_after_post_release_window,1.8
https://jftagro.com/ru/legal.html,0,3,0.0,1.0,0.21,defend_and_monitor,1.8
https://jftagro.com/safflower-seeds-exporter.html,0,3,0.0,8.33,0.15,review_snippet_and_intent_after_post_release_window,1.8
https://jftagro.com/th/5-parboiled-rice-ir-64-exporter.html,0,3,0.0,6.0,0.15,review_snippet_and_intent_after_post_release_window,1.8
https://jftagro.com/100-broken-rice-exporter.html,0,3,0.0,14.33,0.06,review_snippet_and_intent_after_post_release_window,1.7
https://jftagro.com/ar/soybean-meal-doc-exporter.html,0,3,0.0,14.67,0.06,review_snippet_and_intent_after_post_release_window,1.7
https://jftagro.com/dry-ginger-powder-exporter.html,0,3,0.0,18.0,0.06,review_snippet_and_intent_after_post_release_window,1.7
https://jftagro.com/maize-grits-exporter.html,0,3,0.0,14.67,0.06,review_snippet_and_intent_after_post_release_window,1.7
https://jftagro.com/milling-wheat-exporter.html,0,3,0.0,15.33,0.06,review_snippet_and_intent_after_post_release_window,1.7
https://jftagro.com/ms/about.html,0,3,0.0,18.67,0.06,review_snippet_and_intent_after_post_release_window,1.7
https://jftagro.com/vi/blog-ir64-africa.html,0,3,0.0,19.0,0.06,review_snippet_and_intent_after_post_release_window,1.7
https://jftagro.com/vi/cassia-tora-meal-exporter.html,0,3,0.0,16.67,0.06,review_snippet_and_intent_after_post_release_window,1.7
https://jftagro.com/dill-seeds-powder-exporter.html,1,3,33.33,1.33,0.0,defend_and_monitor,1.6
https://jftagro.com/id/about.html,0,3,0.0,75.67,0.0,validate_relevance_before_investing,1.6
https://jftagro.com/id/galangal-root-exporter.html,0,3,0.0,21.33,0.02,expand_relevant_content_and_links_after_validation,1.6
https://jftagro.com/ms/tamarind-exporter.html,0,3,0.0,57.0,0.0,validate_relevance_before_investing,1.6
https://jftagro.com/th/corn-flour-maize-flour-exporter.html,0,3,0.0,28.33,0.02,expand_relevant_content_and_links_after_validation,1.6
https://jftagro.com/1121-basmati-rice-exporter.html,0,2,0.0,3.5,0.16,review_snippet_and_intent_after_post_release_window,1.4
https://jftagro.com/ar/chickpeas-kabuli-exporter.html,0,2,0.0,6.5,0.1,review_snippet_and_intent_after_post_release_window,1.4
https://jftagro.com/asaliya-seeds-exporter.html,0,2,0.0,7.5,0.1,review_snippet_and_intent_after_post_release_window,1.4
https://jftagro.com/coriander-seeds-exporter.html,0,2,0.0,8.0,0.1,review_snippet_and_intent_after_post_release_window,1.4
https://jftagro.com/es/indian-raisins-kishmish-exporter.html,0,2,0.0,6.0,0.1,review_snippet_and_intent_after_post_release_window,1.4
https://jftagro.com/fr/blog-how-to-import-rice-nigeria-west-africa.html,0,2,0.0,8.0,0.1,review_snippet_and_intent_after_post_release_window,1.4
https://jftagro.com/groundnuts-peanuts-exporter.html,0,2,0.0,6.0,0.1,review_snippet_and_intent_after_post_release_window,1.4
https://jftagro.com/henna-leaves-exporter.html,0,2,0.0,9.0,0.1,review_snippet_and_intent_after_post_release_window,1.4
https://jftagro.com/id/cotton-seed-oil-cake-exporter.html,0,2,0.0,9.0,0.1,review_snippet_and_intent_after_post_release_window,1.4
https://jftagro.com/ms/blog-sesame-export-2026.html,0,2,0.0,8.0,0.1,review_snippet_and_intent_after_post_release_window,1.4
https://jftagro.com/ms/cumin-seeds-jeera-exporter.html,0,2,0.0,10.0,0.1,review_snippet_and_intent_after_post_release_window,1.4
https://jftagro.com/pt/,0,2,0.0,1.0,0.14,defend_and_monitor,1.4
https://jftagro.com/pt/milling-wheat-exporter.html,0,2,0.0,9.0,0.1,review_snippet_and_intent_after_post_release_window,1.4
https://jftagro.com/pt/products.html,0,2,0.0,6.5,0.1,review_snippet_and_intent_after_post_release_window,1.4
https://jftagro.com/pt/products.html,0,2,0.0,9.0,0.1,review_snippet_and_intent_after_post_release_window,1.4
https://jftagro.com/ru/blog-how-to-import-rice-nigeria-west-africa.html,0,2,0.0,1.0,0.14,defend_and_monitor,1.4
https://jftagro.com/ru/celery-seeds-powder-exporter.html,0,2,0.0,6.0,0.1,review_snippet_and_intent_after_post_release_window,1.4
https://jftagro.com/ru/tamarind-exporter.html,0,2,0.0,8.5,0.1,review_snippet_and_intent_after_post_release_window,1.4
https://jftagro.com/sesame-seeds-naturalhulled-exporter.html,0,2,0.0,10.0,0.1,review_snippet_and_intent_after_post_release_window,1.4
https://jftagro.com/si/basil-seeds-exporter.html,0,2,0.0,5.0,0.16,review_snippet_and_intent_after_post_release_window,1.4
https://jftagro.com/sunflower-seeds-exporter.html,0,2,0.0,6.0,0.1,review_snippet_and_intent_after_post_release_window,1.4
https://jftagro.com/th/cassia-tora-meal-exporter.html,0,2,0.0,10.0,0.1,review_snippet_and_intent_after_post_release_window,1.4
https://jftagro.com/th/galangal-root-exporter.html,0,2,0.0,10.0,0.1,review_snippet_and_intent_after_post_release_window,1.4
https://jftagro.com/th/senna-pods-exporter.html,0,2,0.0,7.0,0.1,review_snippet_and_intent_after_post_release_window,1.4
https://jftagro.com/vi/cumin-seeds-jeera-exporter.html,0,2,0.0,4.5,0.16,review_snippet_and_intent_after_post_release_window,1.4
https://jftagro.com/1121-raw-basmati-rice-exporter.html,0,2,0.0,26.5,0.01,expand_relevant_content_and_links_after_validation,1.3
https://jftagro.com/ar/,0,2,0.0,83.5,0.0,validate_relevance_before_investing,1.3
https://jftagro.com/ar/corn-gluten-meal-exporter.html,0,2,0.0,21.0,0.01,expand_relevant_content_and_links_after_validation,1.3
https://jftagro.com/ar/safflower-seeds-exporter.html,1,2,50.0,9.0,0.0,strengthen_conversion_measurement,1.3
https://jftagro.com/ar/sesame-seeds-naturalhulled-exporter.html,0,2,0.0,11.0,0.04,review_snippet_and_intent_after_post_release_window,1.3
https://jftagro.com/fr/maize-grits-exporter.html,0,2,0.0,10.5,0.04,review_snippet_and_intent_after_post_release_window,1.3
https://jftagro.com/id/deoiled-rice-bran-dorb-exporter.html,0,2,0.0,11.0,0.04,review_snippet_and_intent_after_post_release_window,1.3
https://jftagro.com/ms/galangal-root-exporter.html,0,2,0.0,24.5,0.01,expand_relevant_content_and_links_after_validation,1.3
https://jftagro.com/ms/semolina-sooji-rava-exporter.html,0,2,0.0,10.5,0.04,review_snippet_and_intent_after_post_release_window,1.3
https://jftagro.com/ru/whole-nutmeg-powder-exporter.html,0,2,0.0,39.5,0.01,expand_relevant_content_and_links_after_validation,1.3
https://jftagro.com/th/fenugreek-seeds-methi-exporter.html,0,2,0.0,81.5,0.0,validate_relevance_before_investing,1.3
https://jftagro.com/th/moringa-powder-exporter.html,0,2,0.0,38.0,0.01,expand_relevant_content_and_links_after_validation,1.3
https://jftagro.com/vi/coriander-seeds-exporter.html,0,2,0.0,56.0,0.0,validate_relevance_before_investing,1.3
https://jftagro.com/vi/dry-red-chilli-exporter.html,0,2,0.0,31.0,0.01,expand_relevant_content_and_links_after_validation,1.3
https://jftagro.com/vi/tamarind-exporter.html,1,2,50.0,4.5,0.0,strengthen_conversion_measurement,1.3
https://jftagro.com/vi/turmeric-finger-exporter.html,0,2,0.0,2.0,0.07,defend_and_monitor,1.3
https://jftagro.com/yellow-maize-corn-exporter.html,1,2,50.0,4.0,0.0,strengthen_conversion_measurement,1.3
https://jftagro.com/5-parboiled-rice-ir-64-exporter.html,0,1,0.0,10.0,0.05,review_snippet_and_intent_after_post_release_window,0.9
https://jftagro.com/ar/1509-steam-basmati-rice-exporter.html,0,1,0.0,6.0,0.05,review_snippet_and_intent_after_post_release_window,0.9
https://jftagro.com/ar/1718-steam-basmati-rice-exporter.html,0,1,0.0,9.0,0.05,review_snippet_and_intent_after_post_release_window,0.9
https://jftagro.com/ar/basil-seeds-exporter.html,0,1,0.0,7.0,0.05,review_snippet_and_intent_after_post_release_window,0.9
https://jftagro.com/ar/black-pepper-powder-exporter.html,0,1,0.0,1.0,0.07,defend_and_monitor,0.9
https://jftagro.com/ar/cotton-seed-oil-cake-exporter.html,0,1,0.0,10.0,0.05,review_snippet_and_intent_after_post_release_window,0.9
https://jftagro.com/ar/curry-powder-exporter.html,0,1,0.0,8.0,0.05,review_snippet_and_intent_after_post_release_window,0.9
https://jftagro.com/ar/dry-ginger-powder-exporter.html,0,1,0.0,4.0,0.08,review_snippet_and_intent_after_post_release_window,0.9
https://jftagro.com/ar/products.html,0,1,0.0,4.0,0.08,review_snippet_and_intent_after_post_release_window,0.9
https://jftagro.com/ar/sugar-s30-supplier.html,0,1,0.0,9.0,0.05,review_snippet_and_intent_after_post_release_window,0.9
https://jftagro.com/ar/turmeric-finger-exporter.html,0,1,0.0,4.0,0.08,review_snippet_and_intent_after_post_release_window,0.9
https://jftagro.com/deoiled-rice-bran-dorb-exporter.html,0,1,0.0,8.0,0.05,review_snippet_and_intent_after_post_release_window,0.9
